iteration,red_power,blue_power,cofm_ratio,win_side
7761,12.440753,4.749074,2.62,RED
7762,7.2698054,4.653865,1.56,RED
7763,13.392145,6.908723,1.94,RED
7764,9.066955,8.085438,1.12,RED
7765,12.927729,5.7566853,2.25,RED
7766,10.207477,7.403268,1.38,RED
7767,9.7991,7.5509934,1.3,RED
7768,11.978978,8.553672,1.4,RED
7769,12.937558,4.924223,2.63,RED
7770,10.506631,5.190432,2.02,RED
7771,7.1737204,7.8499575,0.91,BLUE
7772,7.4134054,5.00884,1.48,RED
7773,10.638727,8.02187,1.33,RED
7774,6.2092867,5.1884437,1.2,RED
7775,12.092184,5.601122,2.16,RED
7776,8.623504,5.243913,1.64,RED
7777,12.33328,6.470499,1.91,RED
7778,10.883639,4.478085,2.43,RED
7779,9.6340885,5.9258065,1.63,RED
7780,9.251414,7.228128,1.28,RED
7781,8.052248,7.9992676,1.01,BLUE
7782,11.076086,7.963306,1.39,RED
7783,9.216122,6.6631494,1.38,RED
7784,10.01108,6.34313,1.58,RED
7785,7.88098,8.56876,0.92,BLUE
7786,10.013335,5.1677103,1.94,RED
7787,7.6337028,7.597375,1.0,BLUE
7788,8.374978,5.590597,1.5,RED
7789,11.410079,4.8781023,2.34,RED
7790,10.836771,8.551819,1.27,RED
7791,8.990546,6.971262,1.29,RED
7792,6.973777,8.898186,0.78,BLUE
7793,7.656128,8.541121,0.9,BLUE
7794,8.16742,7.36265,1.11,RED
7795,10.433995,6.431134,1.62,RED
7796,10.422829,5.1220474,2.03,RED
7797,9.246157,7.5295076,1.23,RED
7798,7.437406,4.8963337,1.52,RED
7799,11.365548,6.4265394,1.77,RED
7800,11.510746,8.360708,1.38,RED
7801,8.576647,8.516216,1.01,BLUE
7802,9.098683,5.5131664,1.65,RED
7803,7.5116634,6.0678983,1.24,RED
7804,10.605959,6.7569613,1.57,RED
7805,9.248506,6.8840737,1.34,RED
7806,9.999585,9.435204,1.06,BLUE
7807,11.427489,7.956259,1.44,RED
7808,8.916366,8.339783,1.07,BLUE
7809,10.267454,6.637207,1.55,RED
7810,11.643727,6.695598,1.74,RED
7811,10.812026,6.343297,1.7,RED
7812,11.506283,7.1695004,1.6,RED
7813,12.859622,6.095219,2.11,RED
7814,10.843162,4.720572,2.3,RED
7815,6.833378,8.414072,0.81,BLUE
7816,11.21871,7.7264357,1.45,RED
7817,11.901374,6.501277,1.83,RED
7818,11.239922,7.343707,1.53,RED
7819,12.043874,9.259922,1.3,RED
7820,8.495311,7.3593183,1.15,RED
7821,7.335093,4.5951896,1.6,RED
7822,9.807725,8.5575905,1.15,RED
7823,8.37123,6.8050127,1.23,RED
7824,7.777907,7.5711765,1.03,BLUE
7825,7.7037544,8.531998,0.9,BLUE
7826,10.828434,9.212402,1.18,RED
7827,12.043783,5.745536,2.1,RED
7828,9.291225,5.905438,1.57,RED
7829,10.094321,7.0390725,1.43,RED
7830,8.656371,5.003148,1.73,RED
7831,7.885313,7.834646,1.01,BLUE
7832,6.9585853,7.820514,0.89,BLUE
7833,12.619039,4.9312806,2.56,RED
7834,11.9003105,7.1522164,1.66,RED
7835,7.003497,7.9127345,0.89,BLUE
7836,11.96785,6.4035316,1.87,RED
7837,6.496679,7.0802417,0.92,BLUE
7838,8.356206,5.404861,1.55,RED
7839,11.188386,8.731603,1.28,RED
7840,9.5478525,5.151976,1.85,RED
7841,7.547092,5.5526776,1.36,RED
7842,10.880174,5.1111956,2.13,RED
7843,11.953245,9.279342,1.29,RED
7844,11.715714,5.4938827,2.13,RED
7845,8.871046,8.322179,1.07,BLUE
7846,12.244314,7.696074,1.59,RED
7847,11.559078,5.2306657,2.21,RED
7848,8.157972,6.6467247,1.23,RED
7849,12.031624,8.706213,1.38,RED
7850,7.0968513,7.1954107,0.99,BLUE
7851,8.8862,8.343201,1.07,BLUE
7852,11.968722,6.341246,1.89,RED
7853,7.6298456,7.951388,0.96,BLUE
7854,10.183901,7.713173,1.32,RED
7855,7.89627,5.617245,1.41,RED
7856,11.822654,7.7573013,1.52,RED
7857,11.57334,6.0055156,1.93,RED
7858,6.919184,8.729772,0.79,BLUE
7859,11.307195,4.78116,2.36,RED
7860,13.181594,5.6534333,2.33,RED
7861,8.531271,5.404206,1.58,RED
7862,8.370241,4.9775486,1.68,RED
7863,11.245155,4.800604,2.34,RED
7864,11.495398,6.9720845,1.65,RED
7865,6.9297366,6.2678967,1.11,RED
7866,11.917507,4.8553534,2.45,RED
7867,9.469515,5.852752,1.62,RED
7868,12.531532,5.9401956,2.11,RED
7869,10.656114,6.685675,1.59,RED
7870,12.622314,4.8913207,2.58,RED
7871,10.195486,7.4126725,1.38,RED
7872,7.7694373,8.048102,0.97,BLUE
7873,7.2530217,4.7176785,1.54,RED
7874,9.833918,8.049522,1.22,RED
7875,9.352489,9.446474,0.99,BLUE
7876,10.382898,8.304492,1.25,RED
7877,10.736506,8.6065645,1.25,RED
7878,9.293954,8.367778,1.11,RED
7879,10.851941,6.358885,1.71,RED
7880,11.316103,7.4654756,1.52,RED
7881,8.877553,4.852404,1.83,RED
7882,12.391414,6.587225,1.88,RED
7883,10.599337,7.389177,1.43,RED
7884,7.5343018,7.451656,1.01,BLUE
7885,7.4467697,4.8833857,1.52,RED
7886,11.420582,6.4036007,1.78,RED
7887,8.539869,6.651125,1.28,RED
7888,8.306594,5.6350183,1.47,RED
7889,10.813673,7.183849,1.51,RED
7890,11.632713,5.8050056,2.0,RED
7891,11.2204485,5.5795197,2.01,RED
7892,8.343027,5.080302,1.64,RED
7893,9.759593,5.1487875,1.9,RED
7894,10.299234,4.6588244,2.21,RED
7895,6.7194104,8.507942,0.79,BLUE
7896,6.5749106,8.649241,0.76,BLUE
7897,12.205685,6.4049654,1.91,RED
7898,12.463106,4.5353265,2.75,RED
7899,8.504281,8.746317,0.97,BLUE
7900,9.39212,5.4277334,1.73,RED
7901,7.7956114,8.813605,0.88,BLUE
7902,10.70595,8.726561,1.23,RED
7903,10.522678,5.547187,1.9,RED
7904,7.0254927,8.066154,0.87,BLUE
7905,9.716075,5.916004,1.64,RED
7906,6.6308446,7.1962924,0.92,BLUE
7907,9.7420435,7.594,1.28,RED
7908,9.549,5.210338,1.83,RED
7909,10.612771,6.679865,1.59,RED
7910,12.329913,5.512611,2.24,RED
7911,12.690653,6.67534,1.9,RED
7912,9.89645,5.928955,1.67,RED
7913,12.479648,8.012819,1.56,RED
7914,12.407151,7.2496595,1.71,RED
7915,10.262624,6.6986403,1.53,RED
7916,8.83122,8.592964,1.03,BLUE
7917,9.725294,6.4757643,1.5,RED
7918,11.387956,8.73487,1.3,RED
7919,7.8929434,6.9969907,1.13,RED
7920,12.016374,8.802024,1.37,RED
7921,7.0411305,8.333155,0.84,BLUE
7922,7.7861185,8.129321,0.96,BLUE
7923,12.728408,5.7868404,2.2,RED
7924,7.2705274,9.087467,0.8,BLUE
7925,11.103878,9.535215,1.16,RED
7926,12.654087,8.60133,1.47,RED
7927,11.069892,5.140959,2.15,RED
7928,12.291461,4.784741,2.57,RED
7929,7.151835,6.678083,1.07,BLUE
7930,8.226766,4.4315023,1.86,RED
7931,6.7883105,7.3529243,0.92,BLUE
7932,9.775265,8.821729,1.11,RED
7933,9.807808,8.687735,1.13,RED
7934,11.815066,8.341903,1.42,RED
7935,9.703767,5.1033573,1.9,RED
7936,10.1260395,8.441172,1.2,RED
7937,9.441608,6.197477,1.52,RED
7938,9.739207,7.8926215,1.23,RED
7939,9.980881,4.9040747,2.04,RED
7940,6.903451,6.165225,1.12,RED
7941,6.759732,7.5618577,0.89,BLUE
7942,9.265151,8.563265,1.08,BLUE
7943,8.284084,8.52475,0.97,BLUE
7944,10.330261,5.2008753,1.99,RED
7945,12.254068,7.810641,1.57,RED
7946,6.669184,8.4857435,0.79,BLUE
7947,7.604985,6.7743382,1.12,RED
7948,9.304377,6.024309,1.54,RED
7949,8.759444,4.471432,1.96,RED
7950,12.12604,8.5817375,1.41,RED
7951,12.3714285,6.4320455,1.92,RED
7952,12.836273,8.336972,1.54,RED
7953,10.815966,8.583401,1.26,RED
7954,7.5028167,7.7408495,0.97,BLUE
7955,10.077667,7.886909,1.28,RED
7956,6.88952,6.102997,1.13,RED
7957,7.9689245,5.555481,1.43,RED
7958,10.727448,7.6381803,1.4,RED
7959,11.03215,5.746935,1.92,RED
7960,11.351645,5.5425315,2.05,RED
7961,8.449691,6.194392,1.36,RED
7962,8.354407,4.9350142,1.69,RED
7963,12.331617,5.785147,2.13,RED
7964,9.281913,8.234394,1.13,RED
7965,9.905591,9.152042,1.08,BLUE
7966,10.961449,8.716341,1.26,RED
7967,8.933217,4.7586613,1.88,RED
7968,9.276079,5.413839,1.71,RED
7969,8.3563,8.603397,0.97,BLUE
7970,12.158158,6.068029,2.0,RED
7971,10.885081,6.5858774,1.65,RED
7972,9.65799,6.981537,1.38,RED
7973,11.956437,7.604218,1.57,RED
7974,8.009322,7.1200795,1.12,RED
7975,8.789473,5.255046,1.67,RED
7976,6.8655205,7.8996077,0.87,BLUE
7977,6.679977,6.130525,1.09,BLUE
7978,8.761289,5.454576,1.61,RED
7979,10.289495,5.792127,1.78,RED
7980,11.395961,5.7777734,1.97,RED
7981,10.086711,4.8298526,2.09,RED
7982,8.4492035,5.0170827,1.68,RED
7983,7.2167945,7.655931,0.94,BLUE
7984,12.59151,7.7205844,1.63,RED
7985,7.822044,6.317067,1.24,RED
7986,9.299328,8.396982,1.11,RED
7987,9.439346,5.013711,1.88,RED
7988,11.666975,7.880495,1.48,RED
7989,6.1653643,5.931002,1.04,BLUE
7990,11.495004,6.1122723,1.88,RED
7991,10.251049,5.4777484,1.87,RED
7992,7.7468386,4.918862,1.57,RED
7993,12.1507435,7.5529685,1.61,RED
7994,10.080685,6.959231,1.45,RED
7995,6.9731336,9.049843,0.77,BLUE
7996,12.333974,8.627324,1.43,RED
7997,7.0680213,8.733456,0.81,BLUE
7998,13.288334,7.263229,1.83,RED
7999,7.0976796,5.442956,1.3,RED
8000,6.310699,4.8740406,1.29,RED
8001,10.011284,5.296733,1.89,RED
8002,9.176694,5.9269137,1.55,RED
8003,12.00558,4.766142,2.52,RED
8004,9.774853,5.3567634,1.82,RED
8005,9.218633,5.710856,1.61,RED
8006,9.604209,5.309272,1.81,RED
8007,8.610516,7.5843472,1.14,RED
8008,8.446825,6.004463,1.41,RED
8009,7.4120984,8.027334,0.92,BLUE
8010,12.741511,5.9855995,2.13,RED
8011,12.259619,8.682355,1.41,RED
8012,11.348263,4.9565926,2.29,RED
8013,10.31281,8.958414,1.15,RED
8014,10.960852,5.593227,1.96,RED
8015,10.46345,4.5181274,2.32,RED
8016,11.589824,4.7728724,2.43,RED
8017,10.420152,8.107002,1.29,RED
8018,6.607535,5.503766,1.2,RED
8019,9.432859,5.8430524,1.61,RED
8020,7.3279347,4.786255,1.53,RED
8021,9.269204,7.2295394,1.28,RED
8022,10.220934,6.899161,1.48,RED
8023,7.2163653,6.4856615,1.11,RED
8024,6.8577247,8.49692,0.81,BLUE
8025,10.039609,5.5062532,1.82,RED
8026,11.478414,5.661576,2.03,RED
8027,7.585681,6.5498896,1.16,RED
8028,12.560512,9.1858425,1.37,RED
8029,11.920368,8.225346,1.45,RED
8030,11.528511,8.751561,1.32,RED
8031,7.855161,7.1606464,1.1,BLUE
8032,7.833681,7.678213,1.02,BLUE
8033,10.934903,5.3598113,2.04,RED
8034,9.038786,5.639483,1.6,RED
8035,10.701506,6.828109,1.57,RED
8036,9.022437,8.137944,1.11,RED
8037,10.672374,4.6336756,2.3,RED
8038,10.817108,7.2250414,1.5,RED
8039,12.686702,7.511792,1.69,RED
8040,11.618071,5.6680813,2.05,RED
8041,8.4053335,5.7703567,1.46,RED
8042,9.880016,4.679687,2.11,RED
8043,7.870806,5.7397566,1.37,RED
8044,12.405354,6.1282377,2.02,RED
8045,10.768625,7.7323895,1.39,RED
8046,6.747818,4.6650147,1.45,RED
8047,11.951094,7.0584455,1.69,RED
8048,7.6022735,5.8889704,1.29,RED
8049,11.325504,8.184972,1.38,RED
8050,6.6056814,4.7414584,1.39,RED
8051,10.034676,4.456294,2.25,RED
8052,12.131853,5.9472055,2.04,RED
8053,9.312276,7.7538047,1.2,RED
8054,8.940551,6.5379357,1.37,RED
8055,7.631872,5.7323713,1.33,RED
8056,11.044396,6.190157,1.78,RED
8057,7.9181604,6.375084,1.24,RED
8058,9.254229,7.384982,1.25,RED
8059,7.356632,7.2485027,1.01,BLUE
8060,11.7288885,7.1595664,1.64,RED
8061,13.181257,8.358418,1.58,RED
8062,13.000097,8.591388,1.51,RED
8063,8.426068,5.75056,1.47,RED
8064,6.5920005,7.9575567,0.83,BLUE
8065,9.7841425,8.988951,1.09,BLUE
8066,6.760398,5.4168277,1.25,RED
8067,11.476557,5.8538322,1.96,RED
8068,8.4696045,7.093197,1.19,RED
8069,8.65238,7.4253726,1.17,RED
8070,6.677119,7.079367,0.94,BLUE
8071,8.179833,5.0818915,1.61,RED
8072,9.379785,6.713965,1.4,RED
8073,6.673108,8.385234,0.8,BLUE
8074,11.751968,8.269991,1.42,RED
8075,13.051416,7.489746,1.74,RED
8076,13.443564,4.7804184,2.81,RED
8077,8.39254,6.7344413,1.25,RED
8078,7.555286,5.6694865,1.33,RED
8079,8.487895,8.342222,1.02,BLUE
8080,11.703198,5.526835,2.12,RED
8081,11.927936,7.6594133,1.56,RED
8082,9.493743,8.559121,1.11,RED
8083,11.413467,6.386067,1.79,RED
8084,10.701215,5.6281652,1.9,RED
8085,6.6887717,6.3774047,1.05,BLUE
8086,9.656482,5.2966356,1.82,RED
8087,11.900477,8.598847,1.38,RED
8088,10.203912,8.843327,1.15,RED
8089,9.466506,5.73169,1.65,RED
8090,9.465129,4.833973,1.96,RED
8091,10.119806,6.022708,1.68,RED
8092,10.18704,6.2332816,1.63,RED
8093,8.170714,7.2297916,1.13,RED
8094,11.5543165,6.116055,1.89,RED
8095,11.148482,7.5704927,1.47,RED
8096,8.460309,8.400663,1.01,BLUE
8097,12.452166,4.574747,2.72,RED
8098,6.9252853,8.866533,0.78,BLUE
8099,8.67325,6.862295,1.26,RED
8100,7.157069,5.192493,1.38,RED
8101,10.32129,9.723895,1.06,BLUE
8102,10.340203,6.9217944,1.49,RED
8103,12.6949835,4.698872,2.7,RED
8104,10.370056,6.5474763,1.58,RED
8105,11.1702385,4.232965,2.64,RED
8106,7.7525983,6.100374,1.27,RED
8107,7.3918066,5.502009,1.34,RED
8108,12.10555,8.0037365,1.51,RED
8109,8.15254,7.2966704,1.12,RED
8110,9.214996,6.096505,1.51,RED
8111,10.453015,8.193514,1.28,RED
8112,7.7519984,8.189684,0.95,BLUE
8113,12.947435,6.869471,1.88,RED
8114,6.889295,7.7915,0.88,BLUE
8115,9.728844,9.345725,1.04,BLUE
8116,10.624733,6.3943043,1.66,RED
8117,7.443134,7.995499,0.93,BLUE
8118,8.997986,6.793714,1.32,RED
8119,10.585087,9.044221,1.17,RED
8120,8.975701,5.3528957,1.68,RED
8121,7.2436504,5.2579513,1.38,RED
8122,12.43107,6.43787,1.93,RED
8123,9.211218,7.0098443,1.31,RED
8124,6.4038477,8.948337,0.72,BLUE
8125,7.885809,8.040597,0.98,BLUE
8126,6.473179,6.565202,0.99,BLUE
8127,11.1417465,8.096424,1.38,RED
8128,7.1059647,8.828841,0.8,BLUE
8129,12.071013,6.523507,1.85,RED
8130,6.3443084,5.48296,1.16,RED
8131,7.874883,5.390928,1.46,RED
8132,12.868589,8.710163,1.48,RED
8133,7.2267246,5.150539,1.4,RED
8134,8.970238,8.928566,1.0,BLUE
8135,13.073137,8.53455,1.53,RED
8136,11.516734,6.3659167,1.81,RED
8137,7.3981247,6.51568,1.14,RED
8138,7.0138993,4.6688046,1.5,RED
8139,7.472998,8.599679,0.87,BLUE
8140,8.936241,4.3748465,2.04,RED
8141,10.178536,6.104863,1.67,RED
8142,9.156815,6.1882553,1.48,RED
8143,7.7078257,5.826026,1.32,RED
8144,7.9573545,5.986741,1.33,RED
8145,9.073634,5.0044756,1.81,RED
8146,10.756663,5.9023156,1.82,RED
8147,7.4581504,4.692847,1.59,RED
8148,11.765406,6.976145,1.69,RED
8149,8.929326,7.1687717,1.25,RED
8150,6.6987324,7.424504,0.9,BLUE
8151,8.710195,8.645261,1.01,BLUE
8152,8.649749,8.336646,1.04,BLUE
8153,9.114363,8.957075,1.02,BLUE
8154,6.8173523,8.368895,0.81,BLUE
8155,6.9841275,8.192098,0.85,BLUE
8156,11.712645,7.595197,1.54,RED
8157,8.311244,8.506785,0.98,BLUE
8158,10.506852,7.6743603,1.37,RED
8159,8.583797,8.147726,1.05,BLUE
8160,9.4203005,5.9345145,1.59,RED
8161,8.821806,8.327586,1.06,BLUE
8162,6.5908413,6.9117594,0.95,BLUE
8163,11.791491,8.749493,1.35,RED
8164,7.531809,4.8248463,1.56,RED
8165,9.171109,8.085988,1.13,RED
8166,6.408208,5.3400993,1.2,RED
8167,7.2193933,9.057016,0.8,BLUE
8168,8.028963,7.0086474,1.15,RED
8169,8.547082,5.854364,1.46,RED
8170,7.7508698,8.252402,0.94,BLUE
8171,8.979623,8.302423,1.08,BLUE
8172,10.791138,6.354778,1.7,RED
8173,12.437742,4.535507,2.74,RED
8174,6.385896,6.925701,0.92,BLUE
8175,8.219746,6.163956,1.33,RED
8176,12.048544,5.557447,2.17,RED
8177,10.5876665,5.712409,1.85,RED
8178,11.459206,7.277701,1.57,RED
8179,9.8498745,4.887905,2.02,RED
8180,9.380934,5.1268034,1.83,RED
8181,11.06972,5.74633,1.93,RED
8182,11.845241,4.898031,2.42,RED
8183,10.522434,6.275687,1.68,RED
8184,6.543687,8.595742,0.76,BLUE
8185,8.823917,8.742153,1.01,BLUE
8186,12.828096,5.141854,2.49,RED
8187,12.320223,6.0065823,2.05,RED
8188,8.42912,4.942914,1.71,RED
8189,8.562061,4.6863627,1.83,RED
8190,8.483232,8.827685,0.96,BLUE
8191,8.5868435,5.4710107,1.57,RED
8192,10.271236,4.7380595,2.17,RED
8193,8.682556,6.271578,1.38,RED
8194,6.9753942,6.7627516,1.03,BLUE
8195,7.431106,5.025906,1.48,RED
8196,10.817205,8.64543,1.25,RED
8197,7.2583065,5.216585,1.39,RED
8198,11.564212,5.032569,2.3,RED
8199,7.173062,6.6368637,1.08,BLUE
8200,11.169395,8.410827,1.33,RED
8201,11.871973,6.2501216,1.9,RED
8202,7.189967,6.836851,1.05,BLUE
8203,6.4219403,8.138019,0.79,BLUE
8204,10.276488,7.9623747,1.29,RED
8205,9.4038725,5.7911158,1.62,RED
8206,8.96508,5.701208,1.57,RED
8207,8.940779,8.724123,1.02,BLUE
8208,8.4042015,6.946141,1.21,RED
8209,11.061477,6.176882,1.79,RED
8210,11.311311,8.143762,1.39,RED
8211,11.746419,7.706631,1.52,RED
8212,11.158341,4.854868,2.3,RED
8213,8.674115,5.532732,1.57,RED
8214,11.788,7.0866957,1.66,RED
8215,12.86216,8.230998,1.56,RED
8216,11.957014,7.427076,1.61,RED
8217,10.179904,5.8451405,1.74,RED
8218,11.440361,7.390276,1.55,RED
8219,7.024017,4.8671236,1.44,RED
8220,13.005839,5.6916785,2.29,RED
8221,8.302654,5.381696,1.54,RED
8222,11.10897,5.4550405,2.04,RED
8223,10.607229,4.5633597,2.32,RED
8224,10.824948,6.542671,1.65,RED
8225,8.837463,6.756285,1.31,RED
8226,10.825665,9.105081,1.19,RED
8227,12.185435,6.9451385,1.75,RED
8228,10.1300535,5.6766577,1.78,RED
8229,9.39811,6.758474,1.39,RED
8230,7.754869,6.968284,1.11,RED
8231,8.008975,5.5958548,1.43,RED
8232,7.7021995,9.311605,0.83,BLUE
8233,12.984087,5.113745,2.54,RED
8234,10.210656,7.3007183,1.4,RED
8235,8.10057,7.8473845,1.03,BLUE
8236,12.181725,6.6402383,1.83,RED
8237,7.3096323,8.609801,0.85,BLUE
8238,11.678664,5.1992426,2.25,RED
8239,7.7400236,5.681657,1.36,RED
8240,11.699959,6.3819423,1.83,RED
8241,8.922968,5.3258123,1.68,RED
8242,9.089808,6.870727,1.32,RED
8243,10.100232,6.12669,1.65,RED
8244,8.258715,7.790605,1.06,BLUE
8245,6.8943734,6.341126,1.09,BLUE
8246,8.456676,5.524455,1.53,RED
8247,6.571879,5.7844553,1.14,RED
8248,12.09228,7.8538866,1.54,RED
8249,8.481064,8.516211,1.0,BLUE
8250,10.08722,5.653479,1.78,RED
8251,8.548547,7.0756793,1.21,RED
8252,7.199654,4.909002,1.47,RED
8253,6.488197,4.441089,1.46,RED
8254,12.37575,7.1159215,1.74,RED
8255,9.639127,6.572048,1.47,RED
8256,8.855776,7.139347,1.24,RED
8257,10.444825,7.653463,1.36,RED
8258,9.898877,4.4169374,2.24,RED
8259,9.516714,7.5825686,1.26,RED
8260,9.682776,6.907795,1.4,RED
8261,12.6692505,5.386703,2.35,RED
8262,8.049831,5.0595784,1.59,RED
8263,10.125688,4.7572246,2.13,RED
8264,6.5928564,7.586767,0.87,BLUE
8265,11.331824,8.252754,1.37,RED
8266,8.743881,5.977672,1.46,RED
8267,10.889285,6.806394,1.6,RED
8268,7.123917,5.5968337,1.27,RED
8269,10.460722,7.4765167,1.4,RED
8270,7.6284423,4.7138367,1.62,RED
8271,12.026023,8.986445,1.34,RED
8272,10.900515,9.027144,1.21,RED
8273,10.990283,5.7411766,1.91,RED
8274,11.167602,7.5292535,1.48,RED
8275,7.3973308,8.908129,0.83,BLUE
8276,11.127692,4.6528463,2.39,RED
8277,9.982464,4.447722,2.24,RED
8278,10.636339,7.2679534,1.46,RED
8279,7.3740125,6.387596,1.15,RED
8280,7.0085535,8.267596,0.85,BLUE
8281,11.886239,7.6405587,1.56,RED
8282,10.140098,5.113008,1.98,RED
8283,6.8380866,7.827526,0.87,BLUE
8284,6.6564074,5.385433,1.24,RED
8285,12.159576,8.669684,1.4,RED
8286,10.555346,5.026184,2.1,RED
8287,12.390284,8.103716,1.53,RED
8288,10.18181,4.5339036,2.25,RED
8289,12.7075615,8.927078,1.42,RED
8290,10.075951,5.6855536,1.77,RED
8291,8.911181,6.7137947,1.33,RED
8292,8.121636,5.119352,1.59,RED
8293,9.80897,6.696304,1.46,RED
8294,10.46255,5.5201616,1.9,RED
8295,9.735817,8.188814,1.19,RED
8296,7.893714,4.708823,1.68,RED
8297,6.3227773,9.114654,0.69,BLUE
8298,11.941325,6.6162286,1.8,RED
8299,9.69964,8.402512,1.15,RED
8300,11.023689,6.849612,1.61,RED
8301,11.379817,8.14596,1.4,RED
8302,6.9823017,7.652726,0.91,BLUE
8303,12.266279,7.9462557,1.54,RED
8304,11.793522,8.562767,1.38,RED
8305,7.532424,8.892516,0.85,BLUE
8306,8.25832,6.900737,1.2,RED
8307,7.5028453,5.722087,1.31,RED
8308,12.808124,5.5170083,2.32,RED
8309,8.832944,6.6753445,1.32,RED
8310,10.546038,8.964768,1.18,RED
8311,9.618086,6.59866,1.46,RED
8312,8.322266,5.0168476,1.66,RED
8313,9.938722,7.6587415,1.3,RED
8314,13.089412,4.5540023,2.87,RED
8315,9.8562155,8.70562,1.13,RED
8316,7.095001,6.255641,1.13,RED
8317,8.3438835,5.424302,1.54,RED
8318,7.6217,7.9978404,0.95,BLUE
8319,12.575214,6.08335,2.07,RED
8320,7.715256,8.485318,0.91,BLUE
8321,7.862585,6.108748,1.29,RED
8322,11.531447,4.338952,2.66,RED
8323,7.2816677,7.2925973,1.0,BLUE
8324,9.952748,7.282497,1.37,RED
8325,7.443257,5.500161,1.35,RED
8326,10.653804,6.419628,1.66,RED
8327,11.193645,5.947912,1.88,RED
8328,11.619126,8.784,1.32,RED
8329,9.729003,4.3907733,2.22,RED
8330,7.765225,8.23301,0.94,BLUE
8331,7.486242,8.375187,0.89,BLUE
8332,8.038095,7.1180153,1.13,RED
8333,11.996244,6.6295567,1.81,RED
8334,7.5706844,5.6526246,1.34,RED
8335,11.458759,4.73625,2.42,RED
8336,8.4729805,9.048678,0.94,BLUE
8337,7.734953,7.9341717,0.97,BLUE
8338,10.1127405,5.7721357,1.75,RED
8339,10.34088,7.042559,1.47,RED
8340,11.397028,8.684355,1.31,RED
8341,12.348794,6.3335104,1.95,RED
8342,9.931318,5.9100285,1.68,RED
8343,10.07316,5.93208,1.7,RED
8344,12.452062,5.0259705,2.48,RED
8345,9.437486,8.975838,1.05,BLUE
8346,6.9082146,8.159919,0.85,BLUE
8347,9.635689,4.649055,2.07,RED
8348,8.992484,5.5791793,1.61,RED
8349,9.841348,8.366895,1.18,RED
8350,7.755724,5.73848,1.35,RED
8351,10.085008,7.387607,1.37,RED
8352,12.458409,6.3226132,1.97,RED
8353,12.061077,6.937707,1.74,RED
8354,7.5880246,4.561309,1.66,RED
8355,9.179759,8.888359,1.03,BLUE
8356,12.796468,5.367754,2.38,RED
8357,6.8029647,7.2550745,0.94,BLUE
8358,11.29323,6.7732725,1.67,RED
8359,12.726016,7.623217,1.67,RED
8360,9.516636,6.230722,1.53,RED
8361,7.637784,5.6004214,1.36,RED
8362,11.349991,5.376779,2.11,RED
8363,8.37578,7.7777467,1.08,BLUE
8364,7.725842,7.3060474,1.06,BLUE
8365,9.969071,7.4094563,1.35,RED
8366,12.294186,8.387446,1.47,RED
8367,12.815031,8.24635,1.55,RED
8368,12.8127165,5.453262,2.35,RED
8369,6.4997888,6.667883,0.97,BLUE
8370,10.873589,5.438557,2.0,RED
8371,10.288055,6.47757,1.59,RED
8372,13.024161,5.5997896,2.33,RED
8373,12.121217,4.8723617,2.49,RED
8374,9.12339,8.615195,1.06,BLUE
8375,9.610731,6.775256,1.42,RED
8376,12.649021,8.538443,1.48,RED
8377,12.180521,7.7298884,1.58,RED
8378,6.869267,7.7607803,0.89,BLUE
8379,7.3807106,7.0456796,1.05,BLUE
8380,8.7100525,5.6621633,1.54,RED
8381,11.539941,5.4943047,2.1,RED
8382,12.401101,6.494439,1.91,RED
8383,6.959502,6.703108,1.04,BLUE
8384,12.931031,7.401499,1.75,RED
8385,7.219789,6.3207273,1.14,RED
8386,9.155246,8.271393,1.11,RED
8387,7.1902795,7.0546155,1.02,BLUE
8388,8.501885,8.47168,1.0,BLUE
8389,6.431943,5.4483275,1.18,RED
8390,9.84698,6.705104,1.47,RED
8391,10.747225,6.5371437,1.64,RED
8392,6.566574,7.6755733,0.86,BLUE
8393,8.148556,8.346817,0.98,BLUE
8394,7.8906775,8.339649,0.95,BLUE
8395,7.3326974,7.55791,0.97,BLUE
8396,12.794865,7.961577,1.61,RED
8397,12.396471,4.63234,2.68,RED
8398,7.205104,6.7470984,1.07,BLUE
8399,11.764196,6.855575,1.72,RED
8400,7.3621984,8.516746,0.86,BLUE
8401,11.164941,4.826353,2.31,RED
8402,7.0935154,7.9443536,0.89,BLUE
8403,6.7465124,5.8120923,1.16,RED
8404,8.897646,4.832545,1.84,RED
8405,7.717631,7.31973,1.05,BLUE
8406,9.391867,5.2460403,1.79,RED
8407,10.152385,7.5124216,1.35,RED
8408,9.222733,5.119826,1.8,RED
8409,9.520412,8.017747,1.19,RED
8410,10.117229,6.384748,1.58,RED
8411,11.113006,6.831378,1.63,RED
8412,9.934296,7.954179,1.25,RED
8413,10.613157,6.1024995,1.74,RED
8414,7.2949567,6.7640996,1.08,BLUE
8415,8.356609,7.1138463,1.17,RED
8416,6.1995225,5.6368904,1.1,BLUE
8417,9.488741,7.8432794,1.21,RED
8418,9.692612,5.7787805,1.68,RED
8419,10.418397,7.0901585,1.47,RED
8420,12.216791,8.930128,1.37,RED
8421,10.47517,7.287803,1.44,RED
8422,12.014808,8.102967,1.48,RED
8423,10.922566,6.989728,1.56,RED
8424,10.822625,6.356577,1.7,RED
8425,7.4838104,4.943534,1.51,RED
8426,11.127605,9.015765,1.23,RED
