iteration,red_power,blue_power,cofm_ratio,win_side
1886,11.381,7.845643,1.45,RED
1887,8.720064,5.4882045,1.59,RED
1888,6.678243,7.527815,0.89,BLUE
1889,8.127072,8.634654,0.94,BLUE
1890,9.849632,9.038658,1.09,BLUE
1891,9.241097,9.089979,1.02,BLUE
1892,8.233682,7.2470646,1.14,RED
1893,8.197637,7.653807,1.07,BLUE
1894,12.846504,6.9378986,1.85,RED
1895,9.766741,4.9410977,1.98,RED
1896,7.949975,5.5901284,1.42,RED
1897,9.08554,7.797006,1.17,RED
1898,11.83474,8.493783,1.39,RED
1899,11.453517,7.3290315,1.56,RED
1900,8.983891,6.9460025,1.29,RED
1901,7.1949854,8.705699,0.83,BLUE
1902,8.832058,8.802471,1.0,BLUE
1903,10.538123,7.1068687,1.48,RED
1904,7.6274624,5.1155543,1.49,RED
1905,11.429134,6.384898,1.79,RED
1906,8.461595,6.6201468,1.28,RED
1907,10.552284,7.5060453,1.41,RED
1908,9.303,4.550562,2.04,RED
1909,7.148304,6.380353,1.12,RED
1910,11.203559,5.8095803,1.93,RED
1911,12.683617,6.103293,2.08,RED
1912,11.389345,7.1530323,1.59,RED
1913,12.139502,7.5839,1.6,RED
1914,12.397085,5.859093,2.12,RED
1915,8.941628,7.244035,1.23,RED
1916,9.62228,8.619094,1.12,RED
1917,11.874438,8.305654,1.43,RED
1918,10.738376,7.4226165,1.45,RED
1919,10.839768,7.5090284,1.44,RED
1920,6.946328,7.985737,0.87,BLUE
1921,9.739959,7.529546,1.29,RED
1922,10.350611,6.0832906,1.7,RED
1923,6.968059,6.067352,1.15,RED
1924,8.77308,5.058955,1.73,RED
1925,12.568455,5.600166,2.24,RED
1926,8.516949,7.9102817,1.08,BLUE
1927,7.0039406,8.040921,0.87,BLUE
1928,9.209247,5.680009,1.62,RED
1929,10.516793,4.693338,2.24,RED
1930,7.2682333,7.0735903,1.03,BLUE
1931,11.819801,7.0794415,1.67,RED
1932,7.588613,7.198446,1.05,BLUE
1933,13.00765,5.1253867,2.54,RED
1934,6.907869,6.313343,1.09,BLUE
1935,12.823518,8.124323,1.58,RED
1936,8.387851,6.0369945,1.39,RED
1937,9.95603,6.022935,1.65,RED
1938,11.31157,7.9654737,1.42,RED
1939,8.390456,9.288174,0.9,BLUE
1940,8.361078,6.1805544,1.35,RED
1941,9.200536,4.446751,2.07,RED
1942,8.376096,7.382247,1.13,RED
1943,7.618985,6.3703847,1.2,RED
1944,10.386723,7.0058455,1.48,RED
1945,12.979405,4.8053546,2.7,RED
1946,7.676764,5.4261827,1.41,RED
1947,10.017432,5.6082954,1.79,RED
1948,7.323353,7.491325,0.98,BLUE
1949,9.242738,7.599647,1.22,RED
1950,8.896547,7.500457,1.19,RED
1951,9.756856,5.543694,1.76,RED
1952,10.807113,6.5341167,1.65,RED
1953,12.242196,8.354624,1.47,RED
1954,12.184897,4.6399207,2.63,RED
1955,10.31364,7.9630117,1.3,RED
1956,10.697985,8.515519,1.26,RED
1957,12.21381,6.1070733,2.0,RED
1958,12.831323,7.828692,1.64,RED
1959,8.538411,5.8156147,1.47,RED
1960,7.783152,7.037335,1.11,RED
1961,10.444684,7.8266253,1.33,RED
1962,11.66851,5.82792,2.0,RED
1963,9.8115,6.8148127,1.44,RED
1964,8.917668,8.322724,1.07,BLUE
1965,9.685083,6.479965,1.49,RED
1966,6.7279835,4.7665806,1.41,RED
1967,7.352979,7.8437195,0.94,BLUE
1968,11.358335,6.6277103,1.71,RED
1969,9.008525,8.508366,1.06,BLUE
1970,6.560534,6.8751655,0.95,BLUE
1971,9.0690975,4.792399,1.89,RED
1972,9.60712,5.9539824,1.61,RED
1973,8.884387,8.587676,1.03,BLUE
1974,11.992936,5.4135413,2.22,RED
1975,9.161924,4.892912,1.87,RED
1976,8.039581,6.233866,1.29,RED
1977,12.568638,6.5717306,1.91,RED
1978,7.239156,5.411583,1.34,RED
1979,7.979293,7.2677126,1.1,BLUE
1980,10.565299,5.8478656,1.81,RED
1981,8.481481,8.661747,0.98,BLUE
1982,9.093308,5.0563293,1.8,RED
1983,9.835487,6.2428207,1.58,RED
1984,9.528285,9.384641,1.02,BLUE
1985,8.037949,4.9279737,1.63,RED
1986,12.79397,5.37321,2.38,RED
1987,10.378696,7.4059505,1.4,RED
1988,12.969097,7.076892,1.83,RED
1989,11.749764,8.858864,1.33,RED
1990,10.2189045,6.2712736,1.63,RED
1991,6.9763894,6.8313603,1.02,BLUE
1992,11.834058,8.527982,1.39,RED
1993,8.269549,6.9896393,1.18,RED
1994,9.855658,8.9996195,1.1,BLUE
1995,7.4241524,8.137619,0.91,BLUE
1996,8.637939,6.219335,1.39,RED
1997,8.141677,7.2560744,1.12,RED
1998,10.574529,5.195596,2.04,RED
1999,6.6146736,6.400423,1.03,BLUE
2000,8.680489,5.7536535,1.51,RED
2001,11.648577,6.420566,1.81,RED
2002,8.496345,5.1417665,1.65,RED
2003,6.348635,7.305707,0.87,BLUE
2004,12.216177,4.8724523,2.51,RED
2005,8.082111,4.847846,1.67,RED
2006,11.273983,4.7344265,2.38,RED
2007,9.904242,7.4721317,1.33,RED
2008,8.15107,6.067406,1.34,RED
2009,10.014548,8.741474,1.15,RED
2010,10.755172,5.9285603,1.81,RED
2011,8.528368,8.053905,1.06,BLUE
2012,7.546577,5.7807994,1.31,RED
2013,8.710193,5.346297,1.63,RED
2014,7.836168,7.223499,1.08,BLUE
2015,7.05293,5.4727063,1.29,RED
2016,7.4590163,4.970236,1.5,RED
2017,11.90577,7.5231647,1.58,RED
2018,9.15055,5.799587,1.58,RED
2019,9.331757,4.692437,1.99,RED
2020,7.285626,6.181637,1.18,RED
2021,12.284636,4.311793,2.85,RED
2022,10.312194,4.859504,2.12,RED
2023,11.707706,8.76001,1.34,RED
2024,6.719625,6.3328247,1.06,BLUE
2025,7.411065,4.9743237,1.49,RED
2026,8.826664,5.687434,1.55,RED
2027,6.774666,7.971557,0.85,BLUE
2028,6.42601,8.44076,0.76,BLUE
2029,11.895271,6.6992393,1.78,RED
2030,8.538252,4.5598025,1.87,RED
2031,10.9332,7.6339564,1.43,RED
2032,12.974012,5.554172,2.34,RED
2033,10.653644,5.285017,2.02,RED
2034,11.610084,5.0530634,2.3,RED
2035,8.508354,9.269458,0.92,BLUE
2036,12.201076,5.0076447,2.44,RED
2037,10.425174,7.4764924,1.39,RED
2038,9.75643,6.1410737,1.59,RED
2039,7.346512,4.8897047,1.5,RED
2040,10.684438,8.460006,1.26,RED
2041,8.270475,6.347712,1.3,RED
2042,6.9321456,6.1038823,1.14,RED
2043,10.802236,4.681078,2.31,RED
2044,11.779412,5.244581,2.25,RED
2045,10.231781,7.3823175,1.39,RED
2046,10.188809,5.5491633,1.84,RED
2047,7.014401,6.235629,1.12,RED
2048,7.283915,5.095451,1.43,RED
2049,6.8350105,8.586772,0.8,BLUE
2050,6.9701614,5.6450357,1.23,RED
2051,9.486023,8.718434,1.09,BLUE
2052,10.563647,7.546288,1.4,RED
2053,7.6743755,8.702622,0.88,BLUE
2054,8.294621,7.869458,1.05,BLUE
2055,11.498635,7.8831778,1.46,RED
2056,10.924356,8.356801,1.31,RED
2057,7.074626,4.837987,1.46,RED
2058,10.155011,6.646816,1.53,RED
2059,7.604048,5.3768287,1.41,RED
2060,12.195948,7.786178,1.57,RED
2061,12.580008,8.414657,1.5,RED
2062,10.662421,4.8759212,2.19,RED
2063,7.405615,8.25994,0.9,BLUE
2064,11.8229,4.7796946,2.47,RED
2065,11.355153,8.413511,1.35,RED
2066,10.546699,6.550886,1.61,RED
2067,8.854036,6.001481,1.48,RED
2068,11.33898,6.7243147,1.69,RED
2069,9.069817,8.688199,1.04,BLUE
2070,7.267541,8.78807,0.83,BLUE
2071,12.652827,6.0945797,2.08,RED
2072,10.1761465,7.4647145,1.36,RED
2073,8.467044,6.255039,1.35,RED
2074,11.255022,7.8166547,1.44,RED
2075,13.471707,8.3152485,1.62,RED
2076,9.030804,4.893796,1.85,RED
2077,12.4650135,8.291113,1.5,RED
2078,9.827305,6.542643,1.5,RED
2079,12.34326,6.6264653,1.86,RED
2080,9.048764,6.8742476,1.32,RED
2081,8.166941,8.973458,0.91,BLUE
2082,9.362354,5.9117885,1.58,RED
2083,7.532452,7.790446,0.97,BLUE
2084,9.219268,5.913263,1.56,RED
2085,11.016963,9.246258,1.19,RED
2086,7.603589,6.302834,1.21,RED
2087,11.191164,5.8287387,1.92,RED
2088,7.638901,8.271816,0.92,BLUE
2089,9.014021,5.983895,1.51,RED
2090,8.069116,5.9765058,1.35,RED
2091,6.6523404,6.41236,1.04,BLUE
2092,11.269021,5.4490347,2.07,RED
2093,6.2868876,8.767517,0.72,BLUE
2094,9.941485,7.363697,1.35,RED
2095,7.0555086,8.224348,0.86,BLUE
2096,11.597897,5.98924,1.94,RED
2097,11.7827215,9.188234,1.28,RED
2098,9.521575,8.422176,1.13,RED
2099,10.258477,6.308392,1.63,RED
2100,9.100767,7.570863,1.2,RED
2101,11.589846,8.501558,1.36,RED
2102,7.440173,6.2734666,1.19,RED
2103,8.954159,6.909419,1.3,RED
2104,7.6578383,8.055368,0.95,BLUE
2105,9.724362,7.811541,1.24,RED
2106,8.737434,6.2517343,1.4,RED
2107,8.730661,5.8254213,1.5,RED
2108,11.833624,7.172798,1.65,RED
2109,10.603186,6.8256655,1.55,RED
2110,8.349675,7.6800566,1.09,BLUE
2111,9.666378,6.9796686,1.38,RED
2112,12.25918,7.4930444,1.64,RED
2113,6.6356325,7.8451953,0.85,BLUE
2114,7.08696,5.5664945,1.27,RED
2115,12.38828,8.130707,1.52,RED
2116,9.01004,6.41686,1.4,RED
2117,10.635592,7.367727,1.44,RED
2118,10.287428,7.50108,1.37,RED
2119,8.850334,5.455205,1.62,RED
2120,12.127557,6.8806257,1.76,RED
2121,9.107177,8.096835,1.12,RED
2122,11.916516,8.332828,1.43,RED
2123,9.836055,7.6192036,1.29,RED
2124,11.777769,7.6735063,1.53,RED
2125,9.502272,6.096,1.56,RED
2126,7.3263435,6.617318,1.11,RED
2127,9.899319,6.2385955,1.59,RED
2128,7.5021167,6.5112424,1.15,RED
2129,7.154153,6.9754844,1.03,BLUE
2130,11.414236,5.8289204,1.96,RED
2131,8.473273,5.475121,1.55,RED
2132,12.658318,7.6768374,1.65,RED
2133,11.89231,7.6583896,1.55,RED
2134,11.730153,6.0146446,1.95,RED
2135,9.5120125,5.777702,1.65,RED
2136,9.604793,6.217312,1.54,RED
2137,11.043588,7.219324,1.53,RED
2138,9.642618,4.808587,2.01,RED
2139,8.77229,8.281393,1.06,BLUE
2140,12.088483,6.2866607,1.92,RED
2141,8.833243,8.187875,1.08,BLUE
2142,12.51785,6.2992067,1.99,RED
2143,8.576631,8.841454,0.97,BLUE
2144,8.578253,4.8050985,1.79,RED
2145,11.430572,5.408129,2.11,RED
2146,13.079766,7.477412,1.75,RED
2147,9.858208,6.746806,1.46,RED
2148,9.07285,7.16615,1.27,RED
2149,11.329554,8.979183,1.26,RED
2150,9.05865,8.414507,1.08,BLUE
2151,6.732657,5.8493648,1.15,RED
2152,13.25613,6.5614924,2.02,RED
2153,7.1829515,5.7666297,1.25,RED
2154,7.275826,7.572692,0.96,BLUE
2155,11.707105,6.0518103,1.93,RED
2156,8.703274,5.5463133,1.57,RED
2157,8.437393,5.7529917,1.47,RED
2158,11.519033,8.516456,1.35,RED
2159,10.548567,9.271075,1.14,RED
2160,8.001382,8.306741,0.96,BLUE
2161,10.157942,5.734832,1.77,RED
2162,9.511483,5.3174877,1.79,RED
2163,11.22515,7.4068155,1.52,RED
2164,9.061444,7.2288795,1.25,RED
2165,8.812216,8.702358,1.01,BLUE
2166,8.505016,7.3973403,1.15,RED
2167,8.648148,5.938365,1.46,RED
2168,12.664031,4.8583913,2.61,RED
2169,8.965649,6.726861,1.33,RED
2170,6.506476,9.190141,0.71,BLUE
2171,12.100172,7.52323,1.61,RED
2172,11.775527,9.229755,1.28,RED
2173,7.5349727,4.9444027,1.52,RED
2174,9.602473,8.483982,1.13,RED
2175,8.42167,4.5076447,1.87,RED
2176,11.593518,5.296325,2.19,RED
2177,8.79024,4.8537025,1.81,RED
2178,7.086162,4.6693273,1.52,RED
2179,12.388387,5.923843,2.09,RED
2180,12.220556,6.229109,1.96,RED
2181,10.132956,5.3112607,1.91,RED
2182,12.515434,7.51171,1.67,RED
2183,12.673521,7.19856,1.76,RED
2184,7.6171823,5.9608126,1.28,RED
2185,9.479175,6.8331294,1.39,RED
2186,11.635038,7.256165,1.6,RED
2187,9.472529,7.4904594,1.26,RED
2188,10.377463,6.0638604,1.71,RED
2189,11.088787,6.80564,1.63,RED
2190,9.779527,7.425375,1.32,RED
2191,10.402237,8.782147,1.18,RED
2192,11.012439,8.196902,1.34,RED
2193,11.420978,4.9639177,2.3,RED
2194,9.825734,6.4141183,1.53,RED
2195,11.041355,6.7678695,1.63,RED
2196,12.605111,5.871019,2.15,RED
2197,6.586954,6.6307006,0.99,BLUE
2198,12.330783,7.7974496,1.58,RED
2199,6.897821,7.173776,0.96,BLUE
2200,10.526054,7.0723734,1.49,RED
2201,9.866693,5.2597704,1.88,RED
2202,10.317744,7.329353,1.41,RED
2203,7.0265446,6.8785973,1.02,BLUE
2204,7.107336,5.0305305,1.41,RED
2205,6.965089,6.7165504,1.04,BLUE
2206,10.268076,7.372806,1.39,RED
2207,9.6026945,5.8383856,1.64,RED
2208,7.1730485,7.09979,1.01,BLUE
2209,7.6215,7.8485994,0.97,BLUE
2210,9.186889,7.199076,1.28,RED
2211,8.977692,5.7164435,1.57,RED
2212,8.961311,8.446094,1.06,BLUE
2213,9.80113,6.4222608,1.53,RED
2214,12.341709,6.4307027,1.92,RED
2215,11.243598,4.625237,2.43,RED
2216,10.56924,4.84074,2.18,RED
2217,6.835952,7.210405,0.95,BLUE
2218,8.353115,7.1183023,1.17,RED
2219,9.469762,7.4312253,1.27,RED
2220,11.058575,7.054175,1.57,RED
2221,9.832361,7.961748,1.23,RED
2222,10.768381,4.4570994,2.42,RED
2223,11.846699,7.7061524,1.54,RED
2224,10.065106,6.8681474,1.47,RED
2225,10.031459,4.30364,2.33,RED
2226,7.8128376,5.8099766,1.34,RED
2227,9.140053,5.3307533,1.71,RED
2228,9.503075,4.8098016,1.98,RED
2229,11.385084,7.1469684,1.59,RED
2230,10.486033,7.678096,1.37,RED
2231,6.5079613,8.012628,0.81,BLUE
2232,8.591387,7.4140544,1.16,RED
2233,10.761302,6.766272,1.59,RED
2234,7.802315,6.4875307,1.2,RED
2235,11.496459,6.2025657,1.85,RED
2236,9.8593025,6.102937,1.62,RED
2237,11.616718,8.111767,1.43,RED
2238,9.527129,8.609537,1.11,RED
2239,7.7399573,4.635313,1.67,RED
2240,8.75809,5.3925667,1.62,RED
2241,7.7486763,9.272348,0.84,BLUE
2242,10.453947,6.078156,1.72,RED
2243,12.707821,7.3663993,1.73,RED
2244,13.369281,6.2023797,2.16,RED
2245,8.389388,4.9282045,1.7,RED
2246,12.223895,9.228049,1.32,RED
2247,7.668519,7.8286276,0.98,BLUE
2248,9.856967,4.911386,2.01,RED
2249,12.137369,5.376317,2.26,RED
2250,9.986946,8.225715,1.21,RED
2251,8.171501,8.018121,1.02,BLUE
2252,7.0962706,5.0198803,1.41,RED
2253,12.478181,5.248208,2.38,RED
2254,6.9466524,7.0330744,0.99,BLUE
2255,8.524622,5.3316765,1.6,RED
2256,7.381154,8.172589,0.9,BLUE
2257,11.637226,6.84255,1.7,RED
2258,11.938078,7.2073703,1.66,RED
2259,11.152935,7.7525306,1.44,RED
2260,8.99424,6.925324,1.3,RED
2261,12.815584,6.106343,2.1,RED
2262,8.906025,7.16877,1.24,RED
2263,7.26465,7.5738673,0.96,BLUE
2264,9.834923,6.681749,1.47,RED
2265,8.512931,4.7974424,1.77,RED
2266,7.491634,7.6670046,0.98,BLUE
2267,10.315657,4.8646126,2.12,RED
2268,8.217815,6.4097,1.28,RED
2269,9.318542,5.6802163,1.64,RED
2270,9.513175,6.2123685,1.53,RED
2271,11.037087,4.9907084,2.21,RED
2272,10.562634,8.823164,1.2,RED
2273,11.521012,7.7455897,1.49,RED
2274,10.481555,8.112713,1.29,RED
2275,9.581435,4.619185,2.07,RED
2276,7.033979,7.027137,1.0,BLUE
2277,9.066184,5.4861445,1.65,RED
2278,8.694033,6.104228,1.42,RED
2279,10.124484,6.6646633,1.52,RED
2280,6.6873546,5.753351,1.16,RED
2281,8.061055,5.0497746,1.6,RED
2282,10.072789,5.1554894,1.95,RED
2283,11.784577,6.003651,1.96,RED
2284,8.095359,7.8505974,1.03,BLUE
2285,7.9527416,6.568824,1.21,RED
2286,6.8142967,8.164971,0.83,BLUE
2287,7.176259,5.216386,1.38,RED
2288,11.641404,5.86882,1.98,RED
2289,8.125746,6.030012,1.35,RED
2290,7.8926377,5.739867,1.38,RED
2291,11.831064,7.1556697,1.65,RED
2292,8.671499,5.876117,1.48,RED
2293,11.408703,5.3604116,2.13,RED
2294,9.873702,5.1435456,1.92,RED
2295,9.8535595,5.4617953,1.8,RED
2296,12.022568,5.9589806,2.02,RED
2297,11.275691,6.093856,1.85,RED
2298,7.2563624,6.670627,1.09,BLUE
2299,10.220396,4.8368115,2.11,RED
2300,6.491114,4.852804,1.34,RED
2301,7.62821,6.132008,1.24,RED
2302,7.4014425,8.163949,0.91,BLUE
2303,12.585311,7.82894,1.61,RED
2304,6.8208055,7.498069,0.91,BLUE
2305,7.719368,8.265586,0.93,BLUE
2306,10.83585,5.184523,2.09,RED
2307,7.804495,7.050016,1.11,RED
2308,6.581424,8.118774,0.81,BLUE
2309,6.8252344,8.979464,0.76,BLUE
2310,9.427756,6.1363235,1.54,RED
2311,12.901602,8.355165,1.54,RED
2312,7.26259,4.7353597,1.53,RED
2313,11.385782,8.038476,1.42,RED
2314,8.276207,8.635306,0.96,BLUE
2315,8.956281,4.9500833,1.81,RED
2316,8.263206,8.593746,0.96,BLUE
2317,7.203649,5.861503,1.23,RED
2318,11.973212,4.6241803,2.59,RED
2319,6.8463564,4.9091663,1.39,RED
2320,10.762016,4.810609,2.24,RED
2321,10.826001,5.5474305,1.95,RED
2322,6.816613,6.857377,0.99,BLUE
2323,7.3787255,8.285403,0.89,BLUE
2324,9.091323,5.7710004,1.58,RED
2325,7.455727,5.8392577,1.28,RED
2326,8.052636,7.907611,1.02,BLUE
2327,6.5124626,5.781152,1.13,RED
2328,6.9194126,7.2631607,0.95,BLUE
2329,11.386217,8.791234,1.3,RED
2330,10.693745,8.768441,1.22,RED
2331,10.612151,7.108916,1.49,RED
2332,12.3823395,7.505438,1.65,RED
2333,10.648621,5.6722145,1.88,RED
2334,6.866235,5.732549,1.2,RED
2335,9.070059,9.21228,0.98,BLUE
2336,6.8076215,7.5680423,0.9,BLUE
2337,12.309809,7.6029124,1.62,RED
2338,6.6135345,6.6691484,0.99,BLUE
2339,8.378951,7.5758924,1.11,RED
2340,9.7979765,7.3581896,1.33,RED
2341,7.5103264,6.7056594,1.12,RED
2342,12.588073,7.914166,1.59,RED
2343,10.989452,7.95596,1.38,RED
2344,9.385692,7.073058,1.33,RED
2345,10.918702,4.517934,2.42,RED
2346,11.104909,7.6783185,1.45,RED
2347,12.463734,7.486769,1.66,RED
2348,6.6754165,8.176041,0.82,BLUE
2349,7.4798594,6.016955,1.24,RED
2350,10.791735,5.591849,1.93,RED
2351,11.272218,6.430347,1.75,RED
2352,10.749913,6.594362,1.63,RED
2353,7.407173,7.144652,1.04,BLUE
2354,8.757757,7.931161,1.1,BLUE
2355,7.938323,7.5336866,1.05,BLUE
2356,11.454591,7.38179,1.55,RED
2357,11.535463,4.233771,2.72,RED
2358,10.793091,6.0770016,1.78,RED
2359,10.573493,6.3599715,1.66,RED
2360,12.469079,4.946672,2.52,RED
2361,8.595588,5.571576,1.54,RED
2362,10.6063595,8.15921,1.3,RED
2363,6.440953,8.231407,0.78,BLUE
2364,6.5639277,7.7705235,0.84,BLUE
2365,8.546362,7.4374046,1.15,RED
2366,11.245853,8.704013,1.29,RED
2367,10.042156,6.908085,1.45,RED
2368,12.277908,7.0636578,1.74,RED
2369,8.202054,7.9728765,1.03,BLUE
2370,11.8995075,8.185469,1.45,RED
2371,10.509578,9.535401,1.1,BLUE
2372,11.104544,4.7170134,2.35,RED
2373,8.564849,7.036688,1.22,RED
2374,9.832732,7.3410945,1.34,RED
2375,8.671623,5.8839645,1.47,RED
2376,6.66992,4.593955,1.45,RED
2377,10.034197,7.2881646,1.38,RED
2378,11.843032,7.0269656,1.69,RED
2379,7.843381,7.1842823,1.09,BLUE
2380,11.717278,8.375034,1.4,RED
2381,12.785334,5.5673018,2.3,RED
2382,12.228567,4.736923,2.58,RED
2383,8.124854,6.756453,1.2,RED
2384,10.371078,8.317282,1.25,RED
2385,12.376287,4.537663,2.73,RED
2386,7.6599307,5.42638,1.41,RED
2387,10.121258,5.093025,1.99,RED
2388,12.461252,7.5328326,1.65,RED
2389,12.807758,7.925053,1.62,RED
2390,9.666849,6.0649137,1.59,RED
2391,10.269002,6.4601073,1.59,RED
2392,8.067151,4.6430798,1.74,RED
2393,9.592261,4.7774434,2.01,RED
2394,8.949343,7.850647,1.14,RED
2395,7.887537,7.9679813,0.99,BLUE
2396,10.348267,7.2823358,1.42,RED
2397,10.005604,7.348404,1.36,RED
2398,7.7139726,5.68442,1.36,RED
2399,10.254247,4.4450383,2.31,RED
2400,8.618863,6.751333,1.28,RED
2401,9.208383,8.083301,1.14,RED
2402,7.119931,6.247983,1.14,RED
2403,11.52313,5.9045444,1.95,RED
2404,12.842376,7.998099,1.61,RED
2405,6.714918,8.000492,0.84,BLUE
2406,8.852747,4.3723288,2.02,RED
2407,11.06648,7.358797,1.5,RED
2408,7.166282,8.596643,0.83,BLUE
2409,9.244055,8.817153,1.05,BLUE
2410,12.884188,5.1786056,2.49,RED
2411,11.141341,8.703411,1.28,RED
2412,9.780386,7.3578234,1.33,RED
2413,11.728747,7.585326,1.55,RED
2414,10.242415,6.2484794,1.64,RED
2415,8.407037,5.6965556,1.48,RED
2416,9.418366,9.090484,1.04,BLUE
2417,9.782914,6.1371446,1.59,RED
2418,6.964637,7.09436,0.98,BLUE
2419,7.057216,8.6094055,0.82,BLUE
2420,10.347331,5.5749965,1.86,RED
2421,10.77993,5.4198856,1.99,RED
2422,10.730463,9.276596,1.16,RED
2423,12.478391,4.4966607,2.78,RED
2424,10.755319,5.588442,1.92,RED
2425,12.098706,9.576376,1.26,RED
2426,10.038796,4.6136928,2.18,RED
2427,8.997038,4.520742,1.99,RED
2428,11.350809,8.923453,1.27,RED
2429,7.5697517,5.818228,1.3,RED
2430,6.8679905,4.6899443,1.46,RED
2431,6.465809,5.4887166,1.18,RED
2432,11.131401,8.349721,1.33,RED
2433,8.903668,5.886587,1.51,RED
2434,11.537329,8.1999445,1.41,RED
2435,6.4598465,8.145757,0.79,BLUE
2436,11.334508,4.639268,2.44,RED
2437,11.83705,6.946151,1.7,RED
2438,8.270394,5.4689236,1.51,RED
2439,10.292881,6.268989,1.64,RED
2440,10.710016,7.3177958,1.46,RED
2441,10.007332,6.3295965,1.58,RED
2442,12.250199,6.7098804,1.83,RED
2443,9.435086,6.9455576,1.36,RED
2444,9.039687,8.3493395,1.08,BLUE
2445,12.891969,5.545309,2.32,RED
2446,10.983971,8.529858,1.29,RED
2447,11.091955,7.6177034,1.46,RED
2448,8.234672,4.8774376,1.69,RED
2449,7.741526,5.3857455,1.44,RED
2450,6.201629,6.411511,0.97,BLUE
2451,8.568754,7.449656,1.15,RED
2452,8.640574,7.1574707,1.21,RED
2453,9.0936165,4.813599,1.89,RED
2454,10.15455,4.8717647,2.08,RED
2455,7.5066986,5.3280993,1.41,RED
2456,10.252951,4.8778505,2.1,RED
2457,12.3869,6.89862,1.8,RED
2458,12.284896,4.821884,2.55,RED
2459,6.4849396,5.347219,1.21,RED
2460,11.945439,6.5813394,1.82,RED
2461,11.809432,5.029606,2.35,RED
2462,10.723221,5.9062624,1.82,RED
2463,7.7718463,7.1726546,1.08,BLUE
2464,7.09909,6.9110518,1.03,BLUE
2465,10.07274,4.905915,2.05,RED
2466,12.404173,5.363189,2.31,RED
2467,10.148053,8.2218,1.23,RED
2468,8.000473,8.121944,0.99,BLUE
2469,8.620279,5.676287,1.52,RED
2470,9.12047,4.7973804,1.9,RED
2471,11.102726,8.277526,1.34,RED
2472,8.099786,8.424586,0.96,BLUE
2473,9.02188,7.6626506,1.18,RED
2474,8.852524,8.675898,1.02,BLUE
2475,12.181322,5.615093,2.17,RED
2476,9.868972,4.9438686,2.0,RED
2477,10.649754,5.5453663,1.92,RED
2478,10.661379,6.2285366,1.71,RED
2479,6.6614714,4.62325,1.44,RED
2480,8.897876,7.6031437,1.17,RED
2481,9.785514,6.408124,1.53,RED
2482,12.621846,5.7696114,2.19,RED
2483,9.292481,6.141074,1.51,RED
2484,10.669822,5.7166047,1.87,RED
2485,9.946108,8.446963,1.18,RED
2486,9.326263,8.655887,1.08,BLUE
2487,9.393593,4.944037,1.9,RED
2488,9.725634,6.263547,1.55,RED
2489,7.040724,7.6311436,0.92,BLUE
2490,9.642614,4.61226,2.09,RED
2491,12.606914,7.961794,1.58,RED
2492,9.237895,6.730256,1.37,RED
2493,10.815571,8.27548,1.31,RED
2494,10.279433,5.7736764,1.78,RED
2495,10.452112,7.0348926,1.49,RED
2496,6.785411,5.078801,1.34,RED
2497,11.059143,8.905112,1.24,RED
2498,6.487994,9.302255,0.7,BLUE
2499,6.390579,6.8591146,0.93,BLUE
2500,11.445108,6.0032043,1.91,RED
2501,11.465415,5.041578,2.27,RED
2502,8.816767,5.407339,1.63,RED
2503,7.5504837,6.825135,1.11,RED
2504,6.7966924,7.72066,0.88,BLUE
2505,10.060133,8.946378,1.12,RED
2506,10.049508,5.978484,1.68,RED
2507,9.78833,7.920973,1.24,RED
2508,8.876366,8.854208,1.0,BLUE
2509,12.312068,5.5346713,2.22,RED
2510,11.826421,5.4056582,2.19,RED
2511,8.557081,8.068012,1.06,BLUE
2512,9.565558,6.8085284,1.4,RED
2513,8.897936,7.0277343,1.27,RED
2514,9.777612,6.713755,1.46,RED
2515,10.148175,4.6511397,2.18,RED
2516,7.632382,5.7149415,1.34,RED
2517,12.051266,8.628853,1.4,RED
2518,6.799079,7.68845,0.88,BLUE
2519,6.7902236,6.4316726,1.06,BLUE
2520,6.25946,5.076755,1.23,RED
2521,7.792333,6.687115,1.17,RED
2522,7.6913543,5.1842527,1.48,RED
2523,7.2885246,7.9026785,0.92,BLUE
2524,6.281953,7.1823688,0.87,BLUE
2525,11.735693,5.7383204,2.05,RED
2526,9.298529,6.325465,1.47,RED
2527,7.1544266,8.039506,0.89,BLUE
2528,9.247428,6.6160917,1.4,RED
2529,9.419313,4.6888494,2.01,RED
2530,12.565429,5.383567,2.33,RED
2531,11.684075,7.587452,1.54,RED
2532,10.160326,5.941744,1.71,RED
2533,10.607577,7.712891,1.38,RED
2534,9.15367,7.817783,1.17,RED
2535,9.34691,5.4065514,1.73,RED
2536,6.992958,6.5492353,1.07,BLUE
2537,10.24525,6.2025366,1.65,RED
2538,9.041867,7.3722444,1.23,RED
2539,6.7707453,7.113759,0.95,BLUE
2540,8.148122,4.5631995,1.79,RED
2541,8.833876,8.865654,1.0,BLUE
2542,11.856359,6.8816724,1.72,RED
2543,10.499605,8.041128,1.31,RED
2544,9.116201,6.3773804,1.43,RED
2545,10.897993,6.3545957,1.71,RED
2546,7.425164,9.137913,0.81,BLUE
2547,10.458744,8.052073,1.3,RED
2548,9.385926,6.2662125,1.5,RED
2549,6.678387,5.3399096,1.25,RED
2550,7.8243513,6.4190364,1.22,RED
2551,11.824122,5.6844187,2.08,RED
